id,title,url,date,medium,source_host,attribution_type,confidence,tier,status,raw_path,processed_path,notes
175e4b84d7,![Video thumb,https://img.youtube.com/vi/HbFeNV4z9rA/0.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"to teach and coach. - On‑device AI (&lt;$1,000) — Scale plan to deliver AI tutoring affordably worldwide.  Share -----  -  -  -   Listen ------  - [    Spotify ](https://open.spotify.com/episode/3rwcX1Cxnr6Pd7YWJaiTwv) - [    Apple Podcast ](https://podcasts.apple.com/us/podcast/ep-131-how-ai-incent"
c0f22723a3,Pirates & Sailing Crew,https://img.youtube.com/vi/IxOR6gacPZ0/maxresdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,a.school/wp-content/uploads/2025/08/outdoor-chef.webp)    Outdoor Chef       Plan and cook meals on a 3-day camping trip      Grit + Hard Work     ![FBI Fitness Challenge](https://alpha.school/wp-content/uploads/2025/08/fbi-fitness-challenge.webp)    FBI Fitness Challenge       Pass the FBI physical
36fee34317,![Video,https://img.youtube.com/vi/JIo2y7qrgp4/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,d Grade  [Video](https://youtu.be/qNTmxzcsES4)  [![Video](https://img.youtube.com/vi/qNTmxzcsES4/hqdefault.jpg)](https://youtu.be/qNTmxzcsES4)  ##### Level 2 | 4th - 5th Grade  [Video](https://youtu.be/3Um-HeszH3I)  [![Video](https://img.youtube.com/vi/3Um-HeszH3I/hqdefault.jpg)](https://youtu.be/3U
69922790eb,![Video,https://img.youtube.com/vi/JVSyMEPwVDI/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"love school.*** We’re not just preparing students for tests; we’re preparing them for limitless futures.   Alpha Scottsdale is open and enrolling.  Join us for an info session at our campus on 20624 N. 76th St., next to Greyhawk Park, and see firsthand why Alpha is ranked among the best private scho"
5216e69402,![Video,https://img.youtube.com/vi/JXYfGK6YL2Q/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"epreneurship.    At Alpha Chicago, ***kids love school.*** We’re not just preparing students for tests; we’re preparing them for limitless futures.   Alpha Chicago is launching in Fall 2026.  Join us for an info session, and see firsthand why Alpha is ranked among the best private schools thanks to "
589858c059,![Video,https://img.youtube.com/vi/LHbHtAEmIpQ/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"ool.*** We’re not just preparing students for tests; we’re preparing them for limitless futures.   Alpha Chantilly is open and enrolling for the **2025–26 and 2026–27** school years with rolling admission.  Join us for an info session, and see firsthand why Alpha is ranked among the best private sch"
a36ff9687a,Escape Room Expert,https://img.youtube.com/vi/M34nou_PXMs/maxresdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,ool/wp-content/uploads/2025/08/ai-teaching-assistant.webp)    AI Teaching Assistant       Use AI tools to teach a peer a new skill      Grit + Hard Work     ![5-Mile Bike Challenge](https://img.youtube.com/vi/GNVKlZ8Rcto/maxresdefault.jpg)    5-Mile Bike Challenge      WATCH      Train to ride 5 mil
744aa50564,Friendship Coordinator,https://img.youtube.com/vi/MjziE_v_AIA/maxresdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,lpha-news-live.webp)    Alpha News Live       Present the news live in front of the entire school      Entrepreneurship + Financial Literacy     ![Public Sales Challenge](https://alpha.school/wp-content/uploads/2025/08/public-sales-challenge.webp)    Public Sales Challenge       Pitch and sell to ne
f36d2edb70,![Video thumb,https://img.youtube.com/vi/Po9uD4EsXMg/0.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,0 tablet** — On‑device AI tutoring target for **1B learners** (≈ 1:04:28–1:05:05).  Share -----  -  -  -   Listen ------  - [    Spotify ](https://open.spotify.com/episode/5gbaTp6p8LWika8RmDZJLZ?si=5K18mK7tTHOrblqlbQRrjA) - [    Apple Podcast ](https://podcasts.apple.com/bs/podcast/102-billionaires-
1e2fbfc101,![Video,https://img.youtube.com/vi/Qm6M7_TAVR0/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"to 6.5x growth.  [See our mid-year data report →](/blog/alphas-mid-year-report-card-is-in-heres-what-the-data-actually-says/)  **How We Do It:**  Alpha combines adaptive AI for personalized 1:1 learning, mastery-based methods for deep understanding, and time management techniques like Pomodoro to ke"
d15b8f8e05,![Video,https://img.youtube.com/vi/SrBwaZFfQOE/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,[  Book a Call  ](https://go.alpha.school/meetings/alpha-school/austin?uuid=851d81b2-20c9-4d37-964c-b34b05103a64)    [  APPLY TODAY!  ](https://alpha.school/application/?submission_campus=austin_k8)    [Location on Google Maps](https://maps.app.goo.gl/s6eRTLf2ytaeug867)   Alpha Austin  Meet our Team
90ff74c784,Rubik's Cube Solver,https://img.youtube.com/vi/TFtRq--ZKDs/maxresdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,chool/wp-content/uploads/2025/08/public-sales-challenge.webp)    Public Sales Challenge       Pitch and sell to new people in the real world      Relationship Building + Socialization     ![Friendship Coordinator](https://img.youtube.com/vi/MjziE_v_AIA/maxresdefault.jpg)    Friendship Coordinator   
49b7b4f5e6,Spartan Race Finisher,https://img.youtube.com/vi/W9V0dsmhsv8/maxresdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,/vi/B10wOUFDAIk/maxresdefault.jpg)    Startup Founder      WATCH      Secure $10k in funding for your business      Relationship Building + Socialization     ![Global Teaching Ambassador](https://alpha.school/wp-content/uploads/2025/08/global-teaching-ambassador.webp)    Global Teaching Ambassador  
737086ba55,![Video,https://img.youtube.com/vi/ZP3gOj4G3ic/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"when kids **love school, learn 2X in 2 hours, and learn life skills that matter.**  This fall, Alpha revealed how our students are mastering academics in record time and rediscovering the joy of learning through our newest platform, **TimeBack**.   [     Watch the Full 2.5-Hour Talk​​  ](https://www"
4a136f98ef,![Video,https://img.youtube.com/vi/abqqOY47-NA/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"- **Exceptional Guides:** From “Limitless Launches” to personalized motivational models, our guides make every student feel valued and motivated.  - **Designed for Joy:** Through creative field trips like Mobile Squad and unique in-school programs, we create an environment where students thrive and "
de58d9cd66,![Video,https://img.youtube.com/vi/c3nEjk1FXL8/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"ic-level projects aligned with students’ deepest passions.  **Alpha High:**  Students participate in targeted 3-hour morning sessions, helping students reach the top 10% with SAT scores of 1350+ and scores of 4-5 on AP exams. Afternoons offer flexibility for students to explore their interests acros"
e1d1d7304b,![Video,https://img.youtube.com/vi/dGoAVlpWy5A/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,ills and exploring their passions.  [Video](https://www.youtube.com/watch?v=ierWJrUe4iE)  [![Video](https://img.youtube.com/vi/ierWJrUe4iE/hqdefault.jpg)](https://www.youtube.com/watch?v=ierWJrUe4iE)  [Video](https://youtu.be/2MEx47nJby4)  [![Video](https://img.youtube.com/vi/2MEx47nJby4/hqdefault.j
f8d951eb43,![Video,https://img.youtube.com/vi/eoSs_TDC_RQ/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"At Alpha Plano, ***kids love school.*** We’re not just preparing students for tests; we’re preparing them for limitless futures.   Alpha Plano is open and enrolling.  Join us for an info session at our campus on 7220 Independence Pkwy, and see firsthand why Alpha is ranked among the best private sch"
e3a0916da0,![Video,https://img.youtube.com/vi/iPidNvq5SNM/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"paring students for tests; we’re preparing them for limitless futures.   Alpha Charlotte is launching in Fall 2026.  Join us for an info session at our campus on 4755 Prosperity Church Rd, between Prosperity Village and Highland Creek, and see firsthand why Alpha is ranked among the best private sch"
2c4d770829,![Video,https://img.youtube.com/vi/ierWJrUe4iE/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,://alpha.school/wp-content/uploads/2024/11/2.webp)#### Learn 2x in 2hrs  Alpha students learn twice as fast as their peers and classes rank in the top 1% nationwide.  ![](https://alpha.school/wp-content/uploads/2024/11/3.webp)#### Learn Life Skills  Alpha students spend afternoons developing life sk
a75dd03371,![Video thumb,https://img.youtube.com/vi/ol_pDIlL71U/0.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,ying students **$100** for a **100** on any grade‑level Texas STAAR exam to rebuild foundations and belief.  Share -----  -  -  -   Listen ------  - [    Spotify ](https://open.spotify.com/episode/1xto6pHlpmXokkPssPdMKK) - [    Apple Podcast ](https://podcasts.apple.com/us/podcast/reinventing-k-12-e
6b6f1fa573,![Video,https://img.youtube.com/vi/pETkSYZoGWc/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"e’re preparing them for limitless futures.   Alpha Miami is open and enrolling.  Join us for an info session at our campus at 8000 SW 56th St, conveniently located across the street from Tropical Park in Glenvar Heights, and see firsthand why Alpha is ranked among the best private schools thanks to "
f14956b57c,Code & Create Team,https://img.youtube.com/vi/pUByfy0vcEs/maxresdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,(https://img.youtube.com/vi/MjziE_v_AIA/maxresdefault.jpg)    Friendship Coordinator      WATCH      Set up and manage your own playdates      Grit + Hard Work     ![Rubik's Cube Solver](https://img.youtube.com/vi/TFtRq--ZKDs/maxresdefault.jpg)    Rubik's Cube Solver      WATCH      Independently so
4020abe8b7,![Video,https://img.youtube.com/vi/qNTmxzcsES4/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,PreK Grade  [Video](https://youtu.be/SrBwaZFfQOE)  [![Video](https://img.youtube.com/vi/SrBwaZFfQOE/hqdefault.jpg)](https://youtu.be/SrBwaZFfQOE)  ##### Learning Lab | K - 1st Grade  [Video](https://youtu.be/Ej5OBcX5C7o)  [![Video](https://img.youtube.com/vi/Ej5OBcX5C7o/hqdefault.jpg)](https://youtu
390066bc40,![Video,https://img.youtube.com/vi/roEuGtNR-GQ/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"Worth is open and enrolling.  Join us for an info session at our campus, 3300 Bryant Irvin Rd, conveniently located within the CERA recreational facility, just south of the Trinity River crossing and west of the Clearfork shopping center. See firsthand why Alpha is ranked among the best private scho"
ddbdd18cc0,![Video,https://img.youtube.com/vi/udRcIlMwqb0/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"ore tons of workshops that allow them to pursue their passions and learn real-world skills at school.  **The truth is clear:** Your kids can accomplish twice as much if they’re not sitting in a one-size-fits-all classroom for 6 hours. Alpha students are limitless, and we’ve built a limitless environ"
f1d3da1d63,![Video,https://img.youtube.com/vi/vYXLdI_879A/hqdefault.jpg,,url,img.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,out becoming an Alpha Founding Family in my community. ----------------------------------------------------------------------------------------   [     SIGN UP TODAY  ](https://share.hsforms.com/1Hak3aTP-R5-P0y39q366WQnufuo)   Share with Friends ------------------       Facebook         X / Twitter 
51c614e6dc,Spotify,https://open.spotify.com/episode/1xto6pHlpmXokkPssPdMKK,,url,open.spotify.com,video-audio-candidate,0.40,B/C,discovered,,,"ng** and programmable afternoons; foundation for new schools and apps (incl. a AAA game). - **Age Grade vs. Knowledge Grade** — Anchor idea that instruction must match actual mastery, not age.  - **“100 for 100”** — Incentive program paying students **$100** for a **100** on any grade‑level Texas ST"
fa40bb51e8,Spotify,https://open.spotify.com/episode/3rwcX1Cxnr6Pd7YWJaiTwv,,url,open.spotify.com,video-audio-candidate,0.40,B/C,discovered,,,"ck and life‑skills work. - MTSS Level 3 — Bottom ~10% of students academically; Alpha pilots tied gift‑card unlocks to finished lessons. - “Cheatbot” vs. Tutor/Coach — Liemandt’s framing: open chatbots drive cheating; Alpha’s AI is built to teach and coach. - On‑device AI (&lt;$1,000) — Scale plan t"
0cc1430f2c,Spotify,https://open.spotify.com/episode/5gbaTp6p8LWika8RmDZJLZ?si=5K18mK7tTHOrblqlbQRrjA,,url,open.spotify.com,video-audio-candidate,0.40,B/C,discovered,,,"l** — Private K‑12 model using an **AI tutor** for academics and **life‑skills workshops** in the afternoon. - **Micro‑schools / Sports Academies** — Lower‑cost campus model (e.g., for D1‑bound athletes) with **~$15k tuition** (≈ 1:02:44–1:03:09). - **Sub‑$1,000 tablet** — On‑device AI tutoring targ"
7158976f8f,Spotify,https://open.spotify.com/episode/7Abwhk3WNnHDHW9vjUccuC?si=expqS84JQ8a1FjSB7P39Yg,,url,open.spotify.com,video-audio-candidate,0.40,B/C,discovered,,,"m to spend the rest of their time on a robust life skills curriculum. His vision is to scale this revolution globally with the **Timeback platform**, a “Shopify for schools” that empowers entrepreneurs to build the next generation of highly effective, for-profit educational institutions.   [ ![](htt"
552c75a904,vimeo Video Player,https://player.vimeo.com/video/941700697?color&autopause=0&loop=0&muted=0&title=1&portrait=1&byline=1#t=,,url,player.vimeo.com,video-audio-candidate,0.40,B/C,discovered,,,://austinscholar.substack.com/p/austin-scholar-170-how-alpha-kindergarten)  Generated timestamp: 2026-04-23 11:22:40 UTC  # Page  - **Name**: Virtual Tour | Alpha School - **URL**: https://alpha.school/virtual-tour/ - **Description**: Take a virtual tour of Alpha School. Explore our facilities and s
0b6d9e43fb,Apple Podcast,https://podcasts.apple.com/bs/podcast/102-billionaires-advice-to-young-people-joe-liemandt/id1736593333?i=1000735367016,,url,podcasts.apple.com,video-audio-candidate,0.40,B/C,discovered,,,"n. - **Micro‑schools / Sports Academies** — Lower‑cost campus model (e.g., for D1‑bound athletes) with **~$15k tuition** (≈ 1:02:44–1:03:09). - **Sub‑$1,000 tablet** — On‑device AI tutoring target for **1B learners** (≈ 1:04:28–1:05:05).  Share -----  -  -  -   Listen ------  - [    Spotify ](https:"
f621011c47,Apple Podcast,https://podcasts.apple.com/us/podcast/ep-131-how-ai-incentives-can-10x-learning-save-american/id1573141757?i=1000732347474,,url,podcasts.apple.com,video-audio-candidate,0.40,B/C,discovered,,,"Alpha pilots tied gift‑card unlocks to finished lessons. - “Cheatbot” vs. Tutor/Coach — Liemandt’s framing: open chatbots drive cheating; Alpha’s AI is built to teach and coach. - On‑device AI (&lt;$1,000) — Scale plan to deliver AI tutoring affordably worldwide.  Share -----  -  -  -   Listen -----"
97c24c5cdc,Apple Podcast,https://podcasts.apple.com/us/podcast/reinventing-k-12-education-using-ai-with-alpha-school/id1668002688?i=1000728377793,,url,podcasts.apple.com,video-audio-candidate,0.40,B/C,discovered,,,"AA game). - **Age Grade vs. Knowledge Grade** — Anchor idea that instruction must match actual mastery, not age.  - **“100 for 100”** — Incentive program paying students **$100** for a **100** on any grade‑level Texas STAAR exam to rebuild foundations and belief.  Share -----  -  -  -   Listen -----"
ab0a16ffff,Alpha LL Workshops,https://vimeo.com/788160449,,url,vimeo.com,video-audio-candidate,0.40,B/C,discovered,,,/alpha.school/wp-content/uploads/2025/08/Video-Thumbnails.png)](https://www.youtube.com/watch?v=dst2hGUYT28)  [Michael B. Horn and Joe Liemandt on the Future of School](https://www.youtube.com/watch?v=sMzNliU_8PU)  [![Michael B. Horn and Joe Liemandt on the Future of School](https://alpha.school/wp-
a57733762c,Alpha LINC Core Skills,https://vimeo.com/788160461,,url,vimeo.com,video-audio-candidate,0.40,B/C,discovered,,,"/wp-content/uploads/2025/11/Thumbnail-for-video-Gallery-65.png)](https://youtu.be/Oy8Qzb2K3O0)  [Alpha X Showcase at SXSW 2026 | Young Founders, Big Ideas, and Event Moments](https://youtu.be/i976GorVoWU)  [![Alpha X Showcase at SXSW 2026 | Young Founders, Big Ideas, and Event Moments](https://alpha"
412e72f9c3,Alpha Core Skills,https://vimeo.com/788160521,,url,vimeo.com,video-audio-candidate,0.40,B/C,discovered,,,utu.be/AbeHTV2y8ZY)  [Alpha - L1 Sneaker Sims](https://vimeo.com/822417771)  [![Alpha - L1 Sneaker Sims](https://alpha.school/wp-content/uploads/2024/10/7.webp)](https://vimeo.com/822417771)  [Alpha L2 - Pasta-making Workshop](https://vimeo.com/848531686)  [![Alpha L2 - Pasta-making Workshop](https:
f95ec35999,Alpha Workshops Self Driving Car,https://vimeo.com/788160540,,url,vimeo.com,video-audio-candidate,0.40,B/C,discovered,,,shops](https://alpha.school/wp-content/uploads/2024/10/6.webp)](https://vimeo.com/788160449)  [Alpha Graduates on Thriving at Top Colleges](https://www.youtube.com/watch?v=BGb789R3LoM)  [![Alpha Graduates on Thriving at Top Colleges](https://alpha.school/wp-content/uploads/2026/04/Thumbnail-for-vide
86ebea04c1,Alpha Core Skills,https://vimeo.com/788160555,,url,vimeo.com,video-audio-candidate,0.40,B/C,discovered,,,Week at Alpha Beats Summer Camp](https://alpha.school/wp-content/uploads/2026/04/61.png)](https://youtu.be/jL9yo9wrFGY)  [Getting In — and Thriving There | Alpha graduates at top colleges.](https://youtu.be/9Qk_9kYgSmA)  [![Getting In — and Thriving There | Alpha graduates at top colleges.](https://
b97bfc8222,Alpha - L1 Sneaker Sims,https://vimeo.com/822417771,,url,vimeo.com,video-audio-candidate,0.40,B/C,discovered,,,[![Alpha LL Check Chart](https://alpha.school/wp-content/uploads/2024/12/32.png)](https://www.youtube.com/watch?v=LDE3ue6sxIw)  [How Alpha New York Made Learning Joyful Again](https://youtu.be/AbeHTV2y8ZY)  [![How Alpha New York Made Learning Joyful Again](https://alpha.school/wp-content/uploads/202
f4f243fcd8,Alpha - LL MadScience Workshop,https://vimeo.com/825006719,,url,vimeo.com,video-audio-candidate,0.40,B/C,discovered,,,"lyv_OM)  [![Why Families Are Choosing Texas Sports Academy](https://alpha.school/wp-content/uploads/2026/04/73.png)](https://youtu.be/mJeF2lyv_OM)  [A School Built for Curiosity, Not Age or Grade](https://youtu.be/Fo4jdPRqYB4)  [![A School Built for Curiosity, Not Age or Grade](https://alpha.school/"
7aa9f88364,Alpha L2 - Pasta-making Workshop,https://vimeo.com/848531686,,url,vimeo.com,video-audio-candidate,0.40,B/C,discovered,,,ps://youtu.be/AbeHTV2y8ZY)  [![How Alpha New York Made Learning Joyful Again](https://alpha.school/wp-content/uploads/2025/12/Thumbnail-for-video-Gallery-55.png)](https://youtu.be/AbeHTV2y8ZY)  [Alpha - L1 Sneaker Sims](https://vimeo.com/822417771)  [![Alpha - L1 Sneaker Sims](https://alpha.school/w
436e2969a7,What Students Have to Say About Alpha.,https://vimeo.com/873036424,,url,vimeo.com,video-audio-candidate,0.40,B/C,discovered,,,ha.school/wp-content/uploads/2025/11/Thumbnail-for-video-Gallery-26.png)](https://youtu.be/WfFS6nxsbx8)  [A School That Feels Like Family | Alpha Scottsdale](https://youtu.be/LnODnKOEp34)  [![A School That Feels Like Family | Alpha Scottsdale](https://alpha.school/wp-content/uploads/2025/11/Thumbnai
f7818a1ac7,"*Dallas Observer*: $50,000 AI-Led Private School in Plano Has Just 2 Hours of Class Time",https://www.dallasobserver.com/news/plano-ai-private-school-costs-50k-two-hours-of-class-time-23214771,,url,www.dallasobserver.com,third-party-about-alpha,0.25,C,discovered,,,--  [*WFAA*: New Plano school uses AI to teach students in under 2 hours a day — and Texas education leaders are interested](https://www.wfaa.com/article/news/education/new-plano-school-uses-ai-teach-students-under-2-hours-day-and-texas-education-leaders-interested/287-e0c4a21a-e0a4-4e93-b12f-4cfa04
90d19a1c02,*FOX 7 Austin*: Education Sec. McMahon visits Austin school to highlight role of technology in education,https://www.fox7austin.com/news/education-sec-mcmahon-visits-austin-school-highlight-role-technology-education,,url,www.fox7austin.com,third-party-about-alpha,0.25,C,discovered,,,ments/)     ###  [ ‘We Have Been Underestimating Children’ ](https://alpha.school/blog/we-have-been-underestimating-children/)    [ Read More ](https://alpha.school/blog/we-have-been-underestimating-children/)     « Previous[Next »](https://alpha.school/austin/2/)    In the News -----------  [*FOX 7
a4ae5a06cf,*KRON4 News*: First A.I. school coming to San Francisco,https://www.kron4.com/news/technology-ai/first-a-i-school-coming-to-san-francisco/,,url,www.kron4.com,third-party-about-alpha,0.25,C,discovered,,,ost/alpha-school-ai-powered-private-expanding-bay-area-footprint-due-growing-demand/18299187/)  [*San Francisco Examiner*: AI-Driven education: founded in Texas and coming to a school near you](https://www.sfexaminer.com/ai-driven-education-founded-in-texas-and-coming-to-a-school-near-you/article_62
df79704293,*KXAN*: AI in education is gaining ground in Texas classrooms,https://www.kxan.com/news/education/ai-in-education-is-gaining-ground-in-texas-classrooms/,,url,www.kxan.com,third-party-about-alpha,0.25,C,discovered,,,-been-underestimating-children/)     « Previous[Next »](https://alpha.school/austin/2/)    In the News -----------  [*FOX 7 Austin*: Education Sec. McMahon visits Austin school to highlight role of technology in education](https://www.fox7austin.com/news/education-sec-mcmahon-visits-austin-school-hi
1368cbc5bf,"FOX West Texas: No Homework, No Grades, No Robot Teachers at Texas AI Schools",https://www.myfoxzone.com/article/news/politics/yall-itics/yallitics-no-homework-grades-robot-teachers-at-texas-ai-schools/287-2b257cbd-6142-4d1b-b767-b8c8a903a34a,,url,www.myfoxzone.com,third-party-about-alpha,0.25,C,discovered,,,ules-rewards-and-punishments/)     ###  [ ‘We Have Been Underestimating Children’ ](https://alpha.school/blog/we-have-been-underestimating-children/)    [ Read More ](https://alpha.school/blog/we-have-been-underestimating-children/)     « Previous[Next »](https://alpha.school/fort-worth/2/)    In th
c41d49d0f4,*NBC 4 New York*: What Trump’s Department of Education dismantle means for the future of AI in schools,https://www.nbcnewyork.com/news/business/money-report/what-trumps-department-of-education-dismantle-means-for-the-future-of-ai-in-schools/6185794,,url,www.nbcnewyork.com,third-party-about-alpha,0.25,C,discovered,,,estimating-children/)     « Previous[Next »](https://alpha.school/new-york-city/2/)    In the News -----------  [*The New York Times – The Ezra Klein Show*: We Have to Really Rethink the Purpose of Education](https://www.nytimes.com/2025/05/13/opinion/ezra-klein-podcast-rebecca-winthrop.html)  [*NBC
bddef442a6,*NBC4 Washington*: AI-guided private school to open in Northern Virginia,https://www.nbcwashington.com/video/news/local/northern-virginia/ai-guided-private-school-to-open-in-northern-virginia/3974705/,,url,www.nbcwashington.com,third-party-about-alpha,0.25,C,discovered,,,](https://alpha.school/blog/we-have-been-underestimating-children/)    [ Read More ](https://alpha.school/blog/we-have-been-underestimating-children/)     « Previous[Next »](https://alpha.school/chantilly/2/)    In the News -----------  [FOX5 DC: The future of schooling](https://www.fox5dc.com/video
41c86df977,*Fort Worth Star-Telegram*: A private school that uses AI to teach just opened in Fort Worth. What to know,https://www.star-telegram.com/news/local/education/article311890058.html,,url,www.star-telegram.com,third-party-about-alpha,0.25,C,discovered,,,"arning](https://fwtx.com/news/alpha-school-fort-worth-reinvents-education-with-ai-learning/)  [*WFAA*: AI-powered private schools open in Fort Worth, Plano](https://www.wfaa.com/article/news/education/ai-powered-private-schools-open-in-north-texas/287-5145f2a7-caa7-4c39-8302-617fd1525d9f)  [*Fort Wo"
7f021bfcc3,Washingtontimes.com link,https://www.washingtontimes.com/news/2024/nov/26/allies-foes-education-department-skeptical-trump-a/,,url,www.washingtontimes.com,third-party-about-alpha,0.25,C,discovered,,,x) (8)](https://www.nytimes.com/2025/07/27/us/politics/ai-alpha-school-austin-texas.html)  [Forbes.com link](https://www.forbes.com/councils/forbestechcouncil/2024/06/10/theres-no-such-thing-as-a-c-student-how-edtech-will-democratize-learning/)  [Today.com link](https://www.today.com/video/how-one-s
cb5ec904bc,"*WFAA*: AI-powered private schools open in Fort Worth, Plano",https://www.wfaa.com/article/news/education/ai-powered-private-schools-open-in-north-texas/287-5145f2a7-caa7-4c39-8302-617fd1525d9f,,url,www.wfaa.com,third-party-about-alpha,0.25,C,discovered,,,ttps://www.myfoxzone.com/article/news/politics/yall-itics/yallitics-no-homework-grades-robot-teachers-at-texas-ai-schools/287-2b257cbd-6142-4d1b-b767-b8c8a903a34a)  [*Fort Worth Magazine*: Alpha School Fort Worth Reinvents Education with AI Learning](https://fwtx.com/news/alpha-school-fort-worth-rei
375b2f4c48,*WFAA*: New Plano school uses AI to teach students in under 2 hours a day — and Texas education leaders are interested,https://www.wfaa.com/article/news/education/new-plano-school-uses-ai-teach-students-under-2-hours-day-and-texas-education-leaders-interested/287-e0c4a21a-e0a4-4e93-b12f-4cfa04abf386,,url,www.wfaa.com,third-party-about-alpha,0.25,C,discovered,,,##  [ ‘We Have Been Underestimating Children’ ](https://alpha.school/blog/we-have-been-underestimating-children/)    [ Read More ](https://alpha.school/blog/we-have-been-underestimating-children/)     « Previous[Next »](https://alpha.school/plano/2/)    In the News -----------  [*WFAA*: New Plano sc
eda023c514,,https://www.youtube.com/@thealphaschool,,url,www.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"clear: Your kids can accomplish twice as much if they’re not sitting in a one-size-fits-all classroom the whole day. / While old-school kids zone out for 6 hours, Alpha kids learn faster and love it.   [  Learn More  ](https://alphahigh.school/the-program/)  ## Structured data  ### Organization  - *"
7195c511a6,Alpha Flight School,https://www.youtube.com/watch?v=50Rux7TzFBQ,,url,www.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,lsbeth + Terak Why Alpha](https://alpha.school/wp-content/uploads/2025/06/Video-Thumbnails.png)](https://www.youtube.com/watch?v=vpHCP3mPz4g)  [We Let Alpha Students Take Over. Here's What They Said](https://youtu.be/zCMdtd4YMqU)  [![We Let Alpha Students Take Over. Here's What They Said](https://al
8ec4ae7626,What Kids Do With Their Afternoons at Alpha School: Real Life Skills in Action,https://www.youtube.com/watch?v=5Vo16UaJ26o,,url,www.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,eo-Thumbnails-1.png)](https://www.youtube.com/watch?v=tNsU5iWL96o)  [Kids Love Mondays At Alpha Fort Worth and Plano!](https://youtu.be/Y17gcitTJRY)  [![Kids Love Mondays At Alpha Fort Worth and Plano!](https://alpha.school/wp-content/uploads/2025/11/Thumbnail-for-video-Gallery-21.png)](https://yout
d48eb5bfbe,Alpha San Francisco - From Good to Great - No Learning Gaps,https://www.youtube.com/watch?v=AsZ-4IlVzpQ,,url,www.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"see how our revolutionary 2 Hour Learning model transforms education. Discover student success stories, hands-on workshops, and how we use AI-driven learning to accelerate academic mastery while empowering students with essential life skills.  Video Library =============  Select a category to learn "
df526a08b4,Alpha Graduates on Thriving at Top Colleges,https://www.youtube.com/watch?v=BGb789R3LoM,,url,www.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,be.com/watch?v=sMzNliU_8PU)  [![Michael B. Horn and Joe Liemandt on the Future of School](https://alpha.school/wp-content/uploads/2026/04/72.png)](https://www.youtube.com/watch?v=sMzNliU_8PU)  [Alpha LL Workshops](https://vimeo.com/788160449)  [![Alpha LL Workshops](https://alpha.school/wp-content/u
436e95c4c1,Video,https://www.youtube.com/watch?v=Da9pAmD2CxQ,,url,www.youtube.com,video-audio-candidate,0.40,B/C,discovered,,,"re not just preparing students for tests; we’re preparing them for limitless futures.   Opened in 2022 to serve the South Texas community, Alpha Brownsville is now the academic network’s fastest-growing campus.  Join us for an info session at our campus at 591 N. Central Ave, and see firsthand why A"
